Index,MSE
provincial_set_detailed_imputer_std_discretized: British Columbia_economics,0.2222222222222226
provincial_set_detailed_imputer_std_discretized: Manitoba_economics,0.29353092049016816
provincial_set_detailed_imputer_std_discretized: New Brunswick_economics,0.018310059846109995
provincial_set_detailed_imputer_std_discretized: Newfoundland and Labrador_economics,0.07875943684962253
provincial_set_detailed_imputer_std_discretized: Northwestern_economics,0.02973258268824773
provincial_set_detailed_imputer_std_discretized: Nova Scotia_economics,0.02310823754789271
provincial_set_detailed_imputer_std_discretized: Nunavut_economics,0.0074331456720619325
provincial_set_detailed_imputer_std_discretized: Ontario_economics,0.5172413793103418
provincial_set_detailed_imputer_std_discretized: Prince Edward Island_economics,0.01189060642092747
provincial_set_detailed_imputer_std_discretized: Quebec_economics,0.15172413793103434
provincial_set_detailed_imputer_std_discretized: Saskatchewan_economics,0.5964240102171139
provincial_set_detailed_imputer_std_discretized: Yukon_economics,0.03222222222222222
provincial_set_detailed_imputer_std_nondiscretized: Alberta_economics,0.9905666279228631
provincial_set_detailed_imputer_std_nondiscretized: British Columbia_economics,116.60406931130198
provincial_set_detailed_imputer_std_nondiscretized: Manitoba_economics,0.2556924255413029
provincial_set_detailed_imputer_std_nondiscretized: New Brunswick_economics,8618263055.97747
provincial_set_detailed_imputer_std_nondiscretized: Newfoundland and Labrador_economics,1625.7148610589547
provincial_set_detailed_imputer_std_nondiscretized: Northwestern_economics,116.20010615383525
provincial_set_detailed_imputer_std_nondiscretized: Nova Scotia_economics,27.850361788755425
provincial_set_detailed_imputer_std_nondiscretized: Nunavut_economics,0.004009236446637668
provincial_set_detailed_imputer_std_nondiscretized: Ontario_economics,330.9034364047652
provincial_set_detailed_imputer_std_nondiscretized: Prince Edward Island_economics,0.09957685435327654
provincial_set_detailed_imputer_std_nondiscretized: Quebec_economics,261544580919643.3
provincial_set_detailed_imputer_std_nondiscretized: Saskatchewan_economics,1.7697131874718752
provincial_set_detailed_imputer_std_nondiscretized: Yukon_economics,3.283137655407779
provincial_set_detailed_nega_minmax_discretized: Alberta_economics,0.34482758620689674
provincial_set_detailed_nega_minmax_discretized: British Columbia_economics,0.24137931034482854
provincial_set_detailed_nega_minmax_discretized: Manitoba_economics,1.8788827331974438
provincial_set_detailed_nega_minmax_discretized: New Brunswick_economics,0.023414218816517767
provincial_set_detailed_nega_minmax_discretized: Newfoundland and Labrador_economics,0.013898662913441238
provincial_set_detailed_nega_minmax_discretized: Northwestern_economics,3.831417624521097e-05
provincial_set_detailed_nega_minmax_discretized: Nova Scotia_economics,0.04292751583391965
provincial_set_detailed_nega_minmax_discretized: Nunavut_economics,0.12448275862068969
provincial_set_detailed_nega_minmax_discretized: Ontario_economics,0.3965517241379311
provincial_set_detailed_nega_minmax_discretized: Prince Edward Island_economics,0.006970355488129888
provincial_set_detailed_nega_minmax_discretized: Quebec_economics,0.16827586206896586
provincial_set_detailed_nega_minmax_discretized: Saskatchewan_economics,0.6729525862068966
provincial_set_detailed_nega_minmax_discretized: Yukon_economics,0.00314176245210728
provincial_set_detailed_nega_minmax_nondiscretized: Alberta_economics,0.0012581234950282442
provincial_set_detailed_nega_minmax_nondiscretized: British Columbia_economics,0.01960941219900359
provincial_set_detailed_nega_minmax_nondiscretized: Manitoba_economics,58496345665.46442
provincial_set_detailed_nega_minmax_nondiscretized: New Brunswick_economics,0.0026105862693692524
provincial_set_detailed_nega_minmax_nondiscretized: Newfoundland and Labrador_economics,138571132.82091784
provincial_set_detailed_nega_minmax_nondiscretized: Northwestern_economics,7.290901637993723e-05
provincial_set_detailed_nega_minmax_nondiscretized: Nova Scotia_economics,1809132.3204841951
provincial_set_detailed_nega_minmax_nondiscretized: Nunavut_economics,8.990306276954738e-06
provincial_set_detailed_nega_minmax_nondiscretized: Ontario_economics,6702120226759852.0
provincial_set_detailed_nega_minmax_nondiscretized: Prince Edward Island_economics,0.000392074188929406
provincial_set_detailed_nega_minmax_nondiscretized: Quebec_economics,10788795617.112072
provincial_set_detailed_nega_minmax_nondiscretized: Saskatchewan_economics,531805987315264.06
provincial_set_detailed_nega_minmax_nondiscretized: Yukon_economics,0.03012226381584472
provincial_set_detailed_nega_nonorm_discretized: Alberta_economics,0.34482758620689624
provincial_set_detailed_nega_nonorm_discretized: British Columbia_economics,0.2298850574712654
provincial_set_detailed_nega_nonorm_discretized: Manitoba_economics,1.8913363798138956
provincial_set_detailed_nega_nonorm_discretized: New Brunswick_economics,0.023839931885908997
provincial_set_detailed_nega_nonorm_discretized: Newfoundland and Labrador_economics,0.025334271639690355
provincial_set_detailed_nega_nonorm_discretized: Northwestern_economics,3.831417624521097e-05
provincial_set_detailed_nega_nonorm_discretized: Nova Scotia_economics,0.04292751583391965
provincial_set_detailed_nega_nonorm_discretized: Nunavut_economics,0.12448275862068969
provincial_set_detailed_nega_nonorm_discretized: Ontario_economics,0.39655172413793105
provincial_set_detailed_nega_nonorm_discretized: Prince Edward Island_economics,0.006970355488129888
provincial_set_detailed_nega_nonorm_discretized: Quebec_economics,0.16827586206896586
provincial_set_detailed_nega_nonorm_discretized: Saskatchewan_economics,0.6724137931034483
provincial_set_detailed_nega_nonorm_discretized: Yukon_economics,0.00314176245210728
provincial_set_detailed_nega_nonorm_nondiscretized: Alberta_economics,3591298264.5367517
provincial_set_detailed_nega_nonorm_nondiscretized: British Columbia_economics,5.509555180922894e+24
provincial_set_detailed_nega_nonorm_nondiscretized: Manitoba_economics,4406172097554706.0
provincial_set_detailed_nega_nonorm_nondiscretized: New Brunswick_economics,1.772309198243387e+18
provincial_set_detailed_nega_nonorm_nondiscretized: Newfoundland and Labrador_economics,6.240565187381717e+16
provincial_set_detailed_nega_nonorm_nondiscretized: Northwestern_economics,28409644.22007477
provincial_set_detailed_nega_nonorm_nondiscretized: Nova Scotia_economics,1.719538841010726e+16
provincial_set_detailed_nega_nonorm_nondiscretized: Nunavut_economics,9059.185841937024
provincial_set_detailed_nega_nonorm_nondiscretized: Ontario_economics,2.0419421574361804e+16
provincial_set_detailed_nega_nonorm_nondiscretized: Prince Edward Island_economics,37778317865693.57
provincial_set_detailed_nega_nonorm_nondiscretized: Quebec_economics,2.5946973560777445e+19
provincial_set_detailed_nega_nonorm_nondiscretized: Saskatchewan_economics,4.937371814928639e+18
provincial_set_detailed_nega_nonorm_nondiscretized: Yukon_economics,3622496880.8955827
provincial_set_detailed_nega_std_discretized: Alberta_economics,0.34482758620689735
provincial_set_detailed_nega_std_discretized: British Columbia_economics,0.24137931034482724
provincial_set_detailed_nega_std_discretized: Manitoba_economics,0.5862068965517255
provincial_set_detailed_nega_std_discretized: New Brunswick_economics,0.022988505747126412
provincial_set_detailed_nega_std_discretized: Newfoundland and Labrador_economics,0.013898662913441238
provincial_set_detailed_nega_std_discretized: Northwestern_economics,3.831417624521097e-05
provincial_set_detailed_nega_std_discretized: Nova Scotia_economics,0.03490847169008108
provincial_set_detailed_nega_std_discretized: Nunavut_economics,0.12448275862068969
provincial_set_detailed_nega_std_discretized: Ontario_economics,0.3965517241379322
provincial_set_detailed_nega_std_discretized: Prince Edward Island_economics,0.006970355488129888
provincial_set_detailed_nega_std_discretized: Quebec_economics,0.16827586206896641
provincial_set_detailed_nega_std_discretized: Saskatchewan_economics,0.6403940886699488
provincial_set_detailed_nega_std_discretized: Yukon_economics,0.00314176245210728
provincial_set_detailed_nega_std_nondiscretized: Alberta_economics,0.15802974234418135
provincial_set_detailed_nega_std_nondiscretized: British Columbia_economics,1.5667109928844491e+21
provincial_set_detailed_nega_std_nondiscretized: Manitoba_economics,1.089160230926954
provincial_set_detailed_nega_std_nondiscretized: New Brunswick_economics,42313254358086.68
provincial_set_detailed_nega_std_nondiscretized: Newfoundland and Labrador_economics,1588980519345210.5
provincial_set_detailed_nega_std_nondiscretized: Northwestern_economics,0.046418308041369885
provincial_set_detailed_nega_std_nondiscretized: Nova Scotia_economics,50856793837889.664
provincial_set_detailed_nega_std_nondiscretized: Nunavut_economics,0.006727522289530126
provincial_set_detailed_nega_std_nondiscretized: Ontario_economics,2854.832095801192
provincial_set_detailed_nega_std_nondiscretized: Prince Edward Island_economics,486794588181.8334
provincial_set_detailed_nega_std_nondiscretized: Quebec_economics,0.8571636112508493
provincial_set_detailed_nega_std_nondiscretized: Saskatchewan_economics,0.03979938964872399
provincial_set_detailed_nega_std_nondiscretized: Yukon_economics,696.9619760951514
