Area_Year,1_Live births,1_Live births.1,1_Live births.2,2_Number of students in elementary and secondary schools,2_Number of students in elementary and secondary schools.1,2_Number of students in elementary and secondary schools.2,2_Number of students in elementary and secondary schools.3,2_Number of students in elementary and secondary schools.4,2_Number of students in elementary and secondary schools.5,2_Number of students in elementary and secondary schools.6,2_Number of students in elementary and secondary schools.7,2_Number of students in elementary and secondary schools.8,2_Number of students in elementary and secondary schools.9,2_Number of students in elementary and secondary schools.10,2_Number of students in elementary and secondary schools.11,2_Number of students in elementary and secondary schools.12,2_Number of students in elementary and secondary schools.13,2_Number of students in elementary and secondary schools.14,2_Number of students in elementary and secondary schools.15,3_Number of full-time and part-time educators,4_Canada_gdp_yearly,4_Canada_gdp_yearly.1,4_Canada_gdp_yearly.2,4_Canada_gdp_yearly.3,4_Canada_gdp_yearly.4,4_Canada_gdp_yearly.5,4_Canada_gdp_yearly.6,4_Canada_gdp_yearly.7,4_Canada_gdp_yearly.8,4_Canada_gdp_yearly.9,4_Canada_gdp_yearly.10,4_Canada_gdp_yearly.11,4_Canada_gdp_yearly.12,4_Canada_gdp_yearly.13,4_Canada_gdp_yearly.14,4_Canada_gdp_yearly.15,4_Canada_gdp_yearly.16,4_Canada_gdp_yearly.17,4_Canada_gdp_yearly.18,4_Canada_gdp_yearly.19,4_Canada_gdp_yearly.20,4_Canada_gdp_yearly.21,4_Canada_gdp_yearly.22,4_Canada_gdp_yearly.23,4_Canada_gdp_yearly.24,4_Canada_gdp_yearly.25,4_Canada_gdp_yearly.26,4_Canada_gdp_yearly.27,4_Canada_gdp_yearly.28,4_Canada_gdp_yearly.29,4_Canada_gdp_yearly.30,4_Canada_gdp_yearly.31,4_Canada_gdp_yearly.32,4_Canada_gdp_yearly.33,4_Canada_gdp_yearly.34,4_Canada_gdp_yearly.35,4_Canada_gdp_yearly.36,4_Canada_gdp_yearly.37,4_Canada_gdp_yearly.38,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments,6_Estimates of population.1,7_Dependency ratio.1
New Brunswick_2002,"7,193","7,185",8.0,"122,793","122,793",0.0,0.0,"122,790","122,790",0.0,0.0,,,,,,,,,"7,419","24,982","15,963","8,385","1,777","1,005","5,713","7,573",372,"8,698","4,441","3,372","1,519","1,663",789,864,242,31,"1,024",8,10,-5,25,"25,541","15,155","13,898","1,231","10,492","6,307","4,120","25,357","13,431","12,801",711,"12,033","6,645","5,373",-126,"28,999","29,387","749,372",59.9,"32,928",,
New Brunswick_2003,"7,255","7,244",11.0,"120,600","120,600",0.0,0.0,"120,600","120,600",0.0,0.0,,,,,,,,,"7,473","25,329","16,217","8,441","1,803","1,018","5,723","7,773",353,"8,806","4,893","3,778","1,600","2,003","1,190",900,204,27,"1,061",89,88,89,-9,"26,322","15,663","14,388","1,255","10,765","6,627","4,060","26,417","13,666","12,951",771,"12,860","7,197","5,648",-50,"29,722","30,205","749,441",59.3,"32,235",,
New Brunswick_2004,"7,089","7,083",6.0,"118,869","118,869",0.0,0.0,"118,869","118,869",0.0,0.0,,,,,,,,,"7,509","25,878","16,681","8,669","1,863","1,057","5,844","8,011",326,"8,901","5,293","4,070","1,692","2,118",880,"1,195",289,16,"1,183",66,66,73,-19,"26,913","16,270","15,078","1,201","10,740","6,434","4,250","27,236","14,222","13,438",830,"13,127","6,809","6,321",-22,"30,475","31,165","749,419",58.8,"33,348",,
New Brunswick_2005,"6,967","6,965",2.0,"117,147","117,144",0.0,0.0,"117,147","117,147",0.0,0.0,,,,,,,,,"7,509","26,461","17,034","8,738","1,917","1,105","5,787","8,297",352,"9,108","5,654","4,286","1,696","2,272",905,"1,310",337,42,"1,308",53,52,41,20,"27,025","16,471","15,183","1,282","10,648","6,046","4,620","28,117","14,940","14,040",928,"13,289","6,778","6,521",-26,"30,716","32,117","748,057",58.5,"34,599",,
New Brunswick_2006,"7,087","7,084",3.0,"114,819","114,819",0.0,0.0,"114,819","114,819",0.0,0.0,,,,,,,,,"7,629","27,199","17,604","9,039","2,040","1,194","5,847","8,565",371,"9,244","6,682","5,175","1,713","3,083","1,645","1,461",369,43,"1,428",173,175,148,40,"26,103","15,544","14,316","1,221","10,643","5,680","5,100","28,756","14,505","13,471","1,028","14,408","7,278","7,149",43,"31,348","33,904","745,621",58.6,"33,615",,
New Brunswick_2007,"7,232","7,226",6.0,"112,524","112,524",0.0,0.0,"112,011","112,014",0.0,0.0,0,0,0.0,0.0,513,510,0.0,0.0,"7,899","28,189","18,350","9,437","2,167","1,260","6,041","8,913",356,"9,493","7,347","5,336","1,867","3,025","1,696","1,367",442,29,"1,977",-56,-57,-36,-30,"26,644","15,652","14,336","1,301","11,064","6,773","4,256","30,388","14,729","13,672","1,051","15,842","8,341","7,511",-27,"31,644","35,567","745,433",58.8,"30,939",,
New Brunswick_2008,"7,463","7,462",1.0,"111,630","111,633",0.0,0.0,"110,289","110,289",0.0,0.0,816,816,,,528,528,,,"8,079","29,157","18,980","9,780","2,366","1,311","6,115","9,200",360,"9,827","7,294","5,845","1,855","3,588","2,249","1,418",388,33,"1,378",16,23,44,-28,"25,532","15,250","13,938","1,295","10,370","6,110","4,243","30,070","14,818","13,827",992,"15,421","7,992","7,435",-21,"31,887","36,476","746,877",58.9,"30,792",,
New Brunswick_2009,"7,492","7,491",1.0,"109,722","109,719",0.0,0.0,"108,408","108,405",0.0,0.0,819,819,,,492,495,,,"7,998","29,421","19,269","9,943","2,391","1,328","6,239","9,326",352,"9,807","6,495","5,042","1,797","2,915","1,601","1,347",327,35,"1,393",-18,-19,-22,4,"25,088","14,708","13,713",992,"10,436","5,830","4,601","29,471","16,342","15,274","1,071","13,184","6,340","6,818",-32,"31,425","35,912","749,956",59.1,"30,282",,
New Brunswick_2010,"7,467","7,467",0.0,"107,718","107,718",0.0,0.0,"106,392","106,395",0.0,0.0,795,792,,,531,531,,,"7,803","30,264","19,739","10,174","2,535","1,392","6,247","9,565",356,"10,179","6,695","4,871","1,844","2,683","1,235","1,453",344,46,"1,772",232,235,223,13,"26,543","15,401","14,427",978,"11,183","6,569","4,614","31,622","17,480","16,312","1,166","14,203","7,004","7,193",-32,"32,050","36,956","753,035",59.1,"31,434",,
New Brunswick_2011,"7,208","7,206",2.0,"105,723","105,726",,,"104,421","104,421",,,753,753,,,549,549,,,"7,683","30,345","20,117","10,371","2,599","1,393","6,382","9,745",357,"9,872","7,105","4,832","1,818","2,656","1,023","1,633",357,47,"2,228",214,212,255,-47,"26,254","14,146","13,136","1,011","12,125","7,366","4,751","31,739","17,219","16,089","1,131","14,599","7,311","7,289",-17,"32,136","37,451","755,705",59.4,"32,934",,
New Brunswick_2012,"7,116","7,115",1.0,"104,007","104,007",,,"102,579","102,579",,,768,765,,,660,660,,,"7,449","30,430","20,315","10,370","2,657","1,452","6,261","9,945",356,"9,759","6,157","4,426","1,824","2,291","1,026","1,265",311,57,"1,674",171,128,88,40,"26,110","14,970","13,927","1,043","11,141","6,570","4,571","31,053","18,534","17,366","1,167","12,519","5,750","6,769",-20,"31,796","36,587","758,378",60.2,"33,069",,
New Brunswick_2013,"7,011","7,008",3.0,"102,459","102,459",,,"101,079","101,079",,,750,750,,,627,627,,,"6,900","30,689","20,717","10,591","2,784","1,487","6,320","10,126",364,"9,610","5,700","4,270","1,687","2,295",943,"1,353",288,22,"1,408",83,90,86,4,"26,036","15,265","14,162","1,103","10,776","6,286","4,492","30,836","19,549","18,434","1,117","11,301","5,178","6,123",-11,"31,710","36,390","758,544",61.3,"32,610",,
New Brunswick_2014,"7,010","7,007",3.0,"101,364","101,364",,,"99,921","99,921",,,765,762,,,678,681,,,"6,843","30,933","21,114","10,887","2,887","1,538","6,462","10,229",362,"9,464","5,590","4,086","1,636","2,128",816,"1,314",321,32,"1,472",163,190,177,13,"25,756","15,135","13,873","1,264","10,627","5,573","5,098","30,730","19,207","17,986","1,218","11,530","4,807","6,734",6,"31,747","36,525","758,976",62.5,"32,589",,
New Brunswick_2015,"6,639","6,637",2.0,"100,362","100,362",,,"98,907","98,904",,,762,765,,,693,693,,,"7,023","31,400","21,439","11,139","2,998","1,590","6,550","10,305",369,"9,598","5,521","4,141","1,652","2,210",823,"1,389",278,26,"1,354",51,32,11,21,"25,072","14,785","13,606","1,183","10,299","5,680","4,640","30,121","18,449","17,198","1,242","11,660","4,987","6,680",-7,"31,954","36,920","758,842",63.8,"28,455",,
New Brunswick_2016,"6,681","6,673",8.0,"99,726","99,729",,,"97,911","97,911",,,"1,110","1,110",,,705,708,,,"7,515","31,951","21,643","11,257","3,083","1,575","6,597","10,392",415,"9,895","5,452","3,893","1,656","1,933",850,"1,090",312,21,"1,537",273,270,266,5,"24,516","13,808","12,610","1,185","10,630","5,886","4,765","30,091","18,481","17,215","1,255","11,603","4,786","6,817",30,"32,213","37,398","763,350",65.2,"27,540",,
New Brunswick_2017,"6,543","6,539",4.0,"99,738","99,738",,,"97,842","97,842",,,"1,134","1,134",,,762,762,,,,"32,790","22,303","11,584","3,224","1,622","6,733","10,724",421,"10,071","6,104","4,438","1,715","2,358","1,084","1,284",363,16,"1,648",176,193,186,8,"25,668","14,587","13,339","1,238","11,015","6,242","4,792","31,845","19,799","18,512","1,287","12,060","4,936","7,121",-3,"33,014","38,900","766,621",66.6,"27,369",,
New Brunswick_2018,"6,391","6,389",2.0,"99,774","99,774",,,"97,755","97,755",,,"1,218","1,218",,,801,801,,,,"33,377","22,550","11,625","3,177","1,648","6,798","10,927",435,"10,393","6,555","4,808","1,775","2,622","1,156","1,476",404,19,"1,726",216,208,214,-4,"24,314","13,342","12,113","1,210","10,867","6,173","4,712","31,167","19,554","18,180","1,357","11,637","4,479","7,151",-19,"33,401","39,944","770,301",68.0,"27,057",,
New Brunswick_2019,"6,317","6,314",3.0,"99,984","99,987",,,"97,893","97,896",,,"1,257","1,257",,,834,831,,,,"33,976","22,900","11,841","3,264","1,703","6,872","11,062",446,"10,630","5,955","4,645","1,848","2,384","1,094","1,300",412,25,"1,284",292,293,260,31,"24,831","13,878","12,509","1,340","10,867","6,385","4,483","31,313","19,716","18,321","1,376","11,624","4,438","7,179",17,"33,846","39,924","777,128",69.4,"26,790",,
New Brunswick_2020,"6,222","6,218",4.0,"101,175","101,178",,,"98,967","98,967",,,"1,272","1,272",,,942,942,,,,"33,594","22,254","11,915","3,126","1,712","7,082","10,359",449,"10,875","5,987","4,530","1,991","2,123","1,130","1,006",422,23,"1,434",-538,-536,-586,39,"23,845","13,184","12,080","1,109","10,557","5,870","4,701","30,095","18,323","17,318","1,059","11,730","4,818","6,912",-3,"32,937","39,578","783,204",70.8,"27,909",,
New Brunswick_2021,"6,355","6,353",2.0,"101,427","101,427",,,"97,263","97,263",,,"1,530","1,530",,,"2,631","2,634",,,,"35,017","23,129","12,373","3,425","1,919","7,036","10,775",455,"11,413","6,410","4,940","2,372","2,129","1,057","1,088",439,28,"1,437",-768,-809,-744,-62,"24,862","14,242","13,057","1,193","10,574","6,082","4,485","30,769","18,669","17,596","1,117","12,050","4,848","7,203",-13,"34,882","41,432","789,225",71.7,"27,099",,
Newfoundland and Labrador_1991,"7,194","7,191",3.0,,,,,,,,,,,,,,,,,,"14,454","8,728","4,814",796,513,"3,744","3,884",116,"5,740","3,104","2,359",982,"1,317","1,078",332,103,41,708,-68,-69,-69,0,"8,840","6,145","5,921",229,"2,556","1,492",763,"8,734","2,704","2,458",237,"5,941","2,759","3,204",209,"19,372","17,498",,,,,
Newfoundland and Labrador_1992,"6,950","6,944",6.0,,,,,,,,,,,,,,,,,,"14,605","8,784","4,753",764,493,"3,756","4,015",110,"5,852","3,056","2,329",828,"1,431","1,233",329,58,37,694,-105,-107,-106,0,"7,774","5,317","5,075",223,"2,319","1,258",744,"8,435","2,486","2,218",251,"5,850","2,652","3,213",149,"18,987","17,597",,,,,
Newfoundland and Labrador_1993,"6,435","6,430",5.0,,,,,,,,,,,,,,,,,,"14,544","8,828","4,757",759,494,"3,767","4,058",137,"5,694","3,545","2,783",833,"1,815","1,944",233,69,29,736,-73,-74,-73,-1,"8,154","6,171","5,887",260,"1,947",905,710,"8,960","2,833","2,537",279,"6,038","2,525","3,514",130,"19,257","18,046",,,"22,683",,
Newfoundland and Labrador_1994,"6,351","6,347",4.0,,,,,,,,,,,,,,,,,,"14,635","8,928","4,782",774,495,"3,771","4,137",101,"5,725","4,011","3,324",877,"2,243","2,527",228,89,43,648,-54,-55,-55,1,"8,745","6,521","6,284",240,"2,166","1,149",707,"9,303","3,184","2,823",338,"6,039","2,785","3,267",73,"20,012","18,619",,,"22,548",,
Newfoundland and Labrador_1995,"5,872","5,871",1.0,,,,,,,,,,,,,,,,,,"14,681","9,049","4,783",764,517,"3,751","4,264",130,"5,590","4,090","3,480",702,"2,420","2,516",346,182,32,583,20,21,21,0,"9,983","7,726","7,467",271,"2,240","1,186",733,"9,781","3,798","3,440",343,"5,921","2,653","3,280",74,"20,656","18,747",,,"23,346",,
Newfoundland and Labrador_1996,"5,782","5,780",2.0,,,,,,,,,,,,,,,,,,"14,570","9,079","4,750",746,520,"3,735","4,332",125,"5,432","3,366","2,828",732,"1,817","1,708",348,191,44,499,-36,-36,-36,0,"9,876","7,614","7,292",309,"2,241","1,289",673,"9,509","3,769","3,412",341,"5,682","2,617","3,076",109,"19,682","17,887",,,"22,077",,
Newfoundland and Labrador_1997,"5,428","5,424",4.0,,,,,,,,,,,,,,,,,,"14,762","9,352","4,913",893,538,"3,668","4,441",165,"5,262","3,777","3,288",839,"2,206","1,972",473,126,24,469,235,237,238,-1,"10,520","8,291","7,845",393,"2,230","1,198",717,"10,618","4,658","4,264",384,"5,916","2,669","3,259",-124,"19,908","18,501",,,"21,864",,
Newfoundland and Labrador_1998,"5,015","5,013",2.0,"101,769","101,766",0.0,0.0,"101,769","101,769",0.0,0.0,,,,,,,,,,"15,389","9,603","5,013",945,563,"3,668","4,594",184,"5,651","3,808","3,184",849,"2,023","1,657",512,224,15,608,-36,-37,-37,0,"12,432","9,695","9,110",497,"2,723","1,625",786,"11,299","5,222","4,825",395,"6,047","2,419","3,634",-50,"20,895","19,151",,,"21,948",,
Newfoundland and Labrador_1999,"5,072","5,069",3.0,"97,557","97,557",0.0,0.0,"97,557","97,557",0.0,0.0,,,,,,,,,,"15,899","9,977","5,234","1,051",587,"3,732","4,745",209,"5,749","4,853","4,032",860,"2,509","2,340",487,505,26,795,-34,-34,-36,3,"13,311","10,373","9,863",465,"2,921","1,900",757,"12,629","5,774","5,358",420,"6,819","2,652","4,170",9,"22,144","20,752",,,"22,155",,
Newfoundland and Labrador_2000,"4,886","4,877",9.0,"94,116","94,119",0.0,0.0,"94,119","94,119",0.0,0.0,,,,,,,,,,"16,430","10,313","5,374","1,108",614,"3,771","4,944",203,"5,952","4,330","3,514",895,"2,282","1,339",867,223,26,787,236,239,239,0,"14,912","10,926","10,393",486,"3,953","2,823",886,"13,175","6,488","6,084",423,"6,664","2,691","3,976",8,"23,334","20,731",,,"23,820",,
Newfoundland and Labrador_2001,"4,719","4,717",2.0,"90,234","90,234",0.0,0.0,"90,231","90,231",0.0,0.0,,,,,,,,,,"16,781","10,600","5,568","1,188",654,"3,821","5,034",195,"6,014","4,347","3,507","1,014","2,201","1,843",528,218,31,806,148,149,147,1,"14,713","8,921","8,352",495,"5,817","4,992",819,"12,870","6,077","5,612",465,"6,768","2,648","4,126",36,"23,894","21,098","522,046",58.4,"21,447",,
Newfoundland and Labrador_2002,"4,686","4,678",8.0,"86,970","86,970",0.0,0.0,"86,973","86,970",0.0,0.0,,,,,,,,,"8,034","17,279","10,934","5,751","1,245",686,"3,905","5,185",214,"6,155","4,370","3,420","1,187","1,900","1,323",612,329,35,907,-200,-202,-202,0,"19,698","13,062","12,495",555,"6,700","5,755",940,"13,217","6,451","6,030",439,"6,739","2,836","3,903",94,"27,746","21,617","519,481",57.6,"24,126",,
Newfoundland and Labrador_2003,"4,630","4,628",2.0,"84,336","84,336",0.0,0.0,"84,339","84,336",0.0,0.0,,,,,,,,,"7,920","17,717","11,271","5,935","1,307",718,"3,985","5,337",229,"6,232","4,635","3,979","1,274","2,295","1,580",750,376,29,638,100,101,101,1,"21,853","13,648","13,120",541,"8,232","7,298","1,024","14,295","6,962","6,468",503,"7,305","2,968","4,341",11,"29,562","22,319","518,459",56.6,"26,196",,
Newfoundland and Labrador_2004,"4,507","4,501",6.0,"81,510","81,510",0.0,0.0,"81,510","81,510",0.0,0.0,,,,,,,,,"7,737","17,795","11,440","5,941","1,285",745,"3,982","5,507",221,"6,132","5,173","4,658","1,443","2,911","1,984",965,240,18,519,117,118,117,2,"21,743","13,335","12,796",543,"8,426","7,298","1,156","15,085","7,609","7,099",527,"7,457","2,969","4,495",37,"29,354","22,938","517,423",55.9,"26,751",,
Newfoundland and Labrador_2005,"4,526","4,515",11.0,"79,482","79,485",0.0,0.0,"79,482","79,485",0.0,0.0,,,,,,,,,"7,320","18,076","11,622","5,984","1,327",756,"3,962","5,650",228,"6,226","5,721","5,043","1,450","3,094","2,166",986,413,43,657,146,148,147,0,"21,799","12,708","12,164",540,"9,098","7,869","1,256","15,250","7,587","7,079",526,"7,641","2,953","4,701",-47,"30,187","23,767","514,332",55.4,"25,335",,
Newfoundland and Labrador_2006,"4,580","4,571",9.0,"76,806","76,806",0.0,0.0,"76,806","76,806",0.0,0.0,,,,,,,,,"7,401","18,504","11,909","6,110","1,373",794,"3,993","5,814",237,"6,357","5,312","4,589","1,451","2,365","1,550",832,739,44,693,203,206,204,1,"23,069","13,596","13,069",532,"9,481","8,202","1,306","15,370","7,691","7,128",575,"7,657","2,935","4,737",-33,"31,391","23,791","510,592",55.3,"29,436",,
Newfoundland and Labrador_2007,"4,577","4,574",3.0,"75,180","75,177",0.0,0.0,"74,343","74,343",0.0,0.0,834,834,0.0,0.0,0.0,0.0,0.0,0.0,"7,485","19,825","12,515","6,507","1,579",850,"4,107","6,016",220,"7,109","4,998","4,205","1,567","2,095","1,173",899,544,9,794,211,214,214,0,"26,160","16,451","15,934",539,"9,780","8,452","1,354","15,874","8,121","7,538",596,"7,734","3,227","4,506",-7,"34,929","24,802","509,055",55.5,"26,904",,
Newfoundland and Labrador_2008,"4,905","4,901",4.0,"72,933","72,933",0.0,0.0,"72,108","72,111",0.0,0.0,825,825,,,,,,,"7,542","20,178","13,118","6,947","1,804",919,"4,236","6,172",244,"6,809","5,698","4,781","1,611","2,735","1,759",977,418,32,893,-56,-58,-57,-2,"25,801","17,070","16,549",544,"8,915","7,593","1,343","16,737","8,411","7,816",608,"8,310","3,400","4,911",-4,"34,404","25,856","511,581",55.7,"27,156",,
Newfoundland and Labrador_2009,"4,936","4,928",8.0,"71,493","71,493",0.0,0.0,"70,641","70,641",0.0,0.0,852,852,,,,,,,"7,722","21,106","13,493","7,185","1,854",966,"4,375","6,308",251,"7,362","5,488","4,317","1,629","2,383","1,614",779,300,40,"1,136",-210,-212,-212,-1,"20,823","14,059","13,366",681,"6,952","5,482","1,442","15,991","8,319","7,701",629,"7,655","3,071","4,585",-43,"30,954","26,564","516,751",56.0,"27,129",,
Newfoundland and Labrador_2010,"4,888","4,885",3.0,"70,398","70,398",0.0,0.0,"69,663","69,666",0.0,0.0,732,735,,,,,,,"7,635","21,779","13,971","7,429","2,026",988,"4,418","6,542",244,"7,563","6,522","5,114","1,847","2,619","1,599","1,016",644,47,"1,366",266,268,268,0,"21,819","13,636","13,003",630,"8,239","6,773","1,484","17,588","9,387","8,651",744,"8,193","3,079","5,112",-50,"32,639","28,288","522,009",55.8,"27,462",,
Newfoundland and Labrador_2011,"4,501","4,496",5.0,"69,600","69,600",,,"68,655","68,655",,,873,870,,,75.0,75.0,,,"7,605","22,169","14,337","7,579","2,097","1,020","4,463","6,758",259,"7,572","8,073","6,706","1,872","4,272","2,822","1,448",562,46,"1,322",200,206,206,0,"22,208","13,928","13,320",610,"8,340","6,577","1,770","18,971","10,090","9,141",944,"8,873","3,534","5,339",-46,"33,531","30,241","524,999",56.6,"28,500",,
Newfoundland and Labrador_2012,"4,409","4,404",5.0,"68,688","68,688",,,"67,827","67,830",,,753,756,,,105.0,105.0,,,"7,584","22,448","14,733","7,773","2,211","1,069","4,493","6,960",257,"7,458","9,825","8,408","1,962","5,594","4,388","1,206",852,42,"1,375",154,-14,-12,-2,"20,300","10,711","10,027",684,"9,590","7,865","1,724","20,620","11,476","10,588",888,"9,144","3,526","5,618",-44,"32,064","32,273","526,345",57.5,"28,188",,
Newfoundland and Labrador_2013,"4,548","4,543",5.0,"68,313","68,310",,,"67,479","67,479",,,708,708,,,126.0,126.0,,,"7,380","22,730","15,178","7,990","2,287","1,090","4,614","7,187",247,"7,307","11,402","10,152","1,844","7,347","5,815","1,532",962,36,"1,216",117,185,185,0,"20,972","13,132","12,487",645,"7,737","6,056","1,673","21,584","12,415","11,412","1,002","9,177","3,162","6,013",45,"33,748","34,130","527,114",58.4,"28,500",,
Newfoundland and Labrador_2014,"4,593","4,586",7.0,"68,403","68,406",,,"67,293","67,293",,,966,969,,,144.0,144.0,,,"7,650","22,869","15,519","8,147","2,299","1,110","4,738","7,371",232,"7,125","11,527","10,229","1,643","8,112","6,754","1,353",486,29,"1,270",155,169,168,1,"19,345","12,429","11,745",684,"6,798","5,076","1,700","20,539","11,433","10,512",920,"9,107","2,922","6,186",-4,"33,355","34,394","528,159",59.6,"27,207",,
Newfoundland and Labrador_2015,"4,488","4,484",4.0,"68,250","68,250",,,"67,167","67,167",,,957,957,,,126.0,126.0,,,"6,948","23,200","15,764","8,213","2,323","1,125","4,764","7,549",248,"7,194","11,289","10,148","1,497","7,946","6,958",994,706,24,"1,118",102,57,57,-1,"17,770","11,731","11,003",714,"5,933","4,199","1,674","19,589","10,654","9,747",905,"8,933","3,241","5,690",-3,"32,965","34,483","528,117",60.8,"26,742",,
Newfoundland and Labrador_2016,"4,475","4,466",9.0,"67,764","67,767",,,"66,654","66,654",,,966,966,,,147.0,144.0,,,"7,161","23,285","15,778","8,152","2,313","1,099","4,739","7,621",270,"7,241","12,207","11,192","1,359","9,210","8,451",776,611,15,998,65,93,92,1,"18,675","13,051","12,165",846,"5,568","3,695","1,747","20,892","12,708","11,866",857,"8,206","2,837","5,361",-3,"33,461","35,509","529,426",62.2,"26,979",,
Newfoundland and Labrador_2017,"4,105","4,097",8.0,"67,329","67,329",,,"66,183","66,183",,,"1,005","1,005",,,141.0,141.0,,,,"23,386","15,942","8,180","2,333","1,101","4,744","7,755",272,"7,178","9,381","8,177","1,251","6,363","5,445",927,573,14,"1,196",-16,-43,-46,2,"19,624","14,021","13,123",871,"5,567","3,634","1,792","18,148","9,999","9,137",855,"8,151","2,705","5,434",-4,"33,953","32,718","528,249",63.9,"25,968",,
Newfoundland and Labrador_2018,"4,022","4,013",9.0,"66,477","66,480",,,"65,286","65,283",,,"1,077","1,077",,,117.0,117.0,,,,"23,595","15,924","8,102","2,255","1,105","4,742","7,812",280,"7,395","7,990","6,671","1,182","4,866","3,844","1,020",636,14,"1,310",76,29,30,0,"20,564","15,797","14,828",946,"4,724","2,709","1,822","18,743","10,992","10,127",865,"7,749","2,445","5,289",3,"33,065","31,521","525,560",65.7,"25,305",,
Newfoundland and Labrador_2019,"3,767","3,762",5.0,"65,343","65,343",,,"64,188","64,188",,,"1,005","1,005",,,147.0,147.0,,,,"23,906","16,257","8,294","2,380","1,127","4,787","7,953",284,"7,371","8,400","6,951","1,111","5,190","3,839","1,341",656,12,"1,443",90,97,98,0,"21,528","17,020","16,170",845,"4,441","2,488","1,760","19,110","10,927","10,076",852,"8,190","2,660","5,515",-4,"34,391","32,247","523,427",67.5,"24,795",,
Newfoundland and Labrador_2020,"3,598","3,586",12.0,"64,758","64,758",,,"63,570","63,570",,,"1,035","1,035",,,153.0,150.0,,,,"23,193","15,372","8,244","2,324","1,086","4,834","7,134",275,"7,540","6,603","5,384","1,146","3,660","2,830",828,598,11,"1,212",114,199,200,-1,"19,329","15,361","14,337",967,"3,912","2,180","1,558","16,091","8,327","7,620",698,"7,770","2,678","5,082",-4,"32,796","29,713","521,364",69.1,"25,083",,
Newfoundland and Labrador_2021,"3,839","3,833",6.0,"64,494","64,494",,,"62,964","62,964",,,984,987,,,543.0,543.0,,,,"24,566","16,073","8,598","2,477","1,281","4,850","7,480",268,"8,216","6,007","4,870","1,288","3,109","2,071","1,035",496,12,"1,130",28,-54,-59,4,"18,592","14,452","13,629",793,"4,087","2,412","1,525","15,858","8,090","7,467",625,"7,770","2,613","5,149",-3,"33,006","30,460","520,553",70.5,"26,181",,
Northwestern_1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern_1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern_1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,455",,
Northwestern_1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,899",,
Northwestern_1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,253",,
Northwestern_1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,398",,
Northwestern_1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329",,
Northwestern_1998,,,,"17,562","17,562",0.0,0.0,"17,565","17,565",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,464",,
Northwestern_1999,,,,"18,066","18,069",0.0,0.0,"18,066","18,069",0.0,0.0,,,,,,,,,,"2,758","1,079",519.0,80.0,70.0,383.0,560.0,48.0,"1,644",753,590,53.0,272,166,90.0,278.0,0.0,166.0,0.0,0.0,0.0,0.0,"1,453",549,477,84.0,"1,083",773,316.0,"1,635",387,326,63.0,"1,276",579,703,-32.0,"3,369","3,493",,,"1,656",,
Northwestern_2000,773.0,773.0,0.0,"9,753","9,753",0.0,0.0,"9,753","9,753",0.0,0.0,,,,,,,,,,"2,815","1,108",536.0,87.0,74.0,387.0,572.0,55.0,"1,664","1,095",958,40.0,616,581,94.0,306.0,0.0,134.0,28.0,28.0,28.0,0.0,"1,792",717,644,75.0,"1,240",941,328.0,"2,117",535,461,73.0,"1,604",665,940,-11.0,"3,594","3,908",,,"1,491",,
Northwestern_2001,704.0,704.0,0.0,"9,672","9,672",0.0,0.0,"9,672","9,672",0.0,0.0,,,,,,,,,,"2,973","1,154",560.0,89.0,81.0,401.0,594.0,56.0,"1,778","1,757","1,559",51.0,"1,021","1,024",124.0,490.0,0.0,192.0,-25.0,-25.0,-25.0,0.0,"2,145",906,828,76.0,"1,399","1,079",356.0,"2,485",618,528,89.0,"1,899",843,"1,062",-28.0,"4,350","4,757","40,845",62.8,"1,428",,
Northwestern_2002,709.0,709.0,0.0,"9,708","9,708",0.0,0.0,"9,705","9,708",0.0,0.0,,,,,,,,,645.0,"3,009","1,201",584.0,101.0,82.0,409.0,616.0,44.0,"1,775","1,646","1,408",118.0,754,570,190.0,555.0,0.0,237.0,-7.0,-7.0,-7.0,0.0,"2,446","1,274","1,185",85.0,"1,238",933,331.0,"2,467",635,550,84.0,"1,851",868,993,-3.0,"4,654","4,676","41,699",61.0,"1,554",,
