,Upper Bounds,Lower Bounds,Standard Deviation,Mean
5_Household spending_Education,2.4793943770481723,-1.9127949882449145,1.0165300454651272,-1.6617531723421697e-15
5_Household spending_Reading materials and other printed matter,1.955357903389908,-2.310177023783607,1.016530045465127,1.346593087932448e-15
"5_Household spending_Tobacco products, alcoholic beverages and cannabis for non-medical use",0.0,0.0,0.0,0.0
5_Household spending_Tobacco products and alcoholic beverages (Terminated),3.038406243606086,-1.1837973408739075,1.0165300454651272,-4.354939348207066e-15
5_Household spending_Games of chance,3.4736027007044985,-1.9112507501661664,1.016530045465127,2.370863362264044e-15
5_Household spending_Miscellaneous expenditures,2.1782140700639387,-2.518151336313636,1.016530045465127,1.0457584619049862e-15
5_Household spending_Income taxes 8,3.074261820297295,-1.4514568064372873,1.0165300454651272,-2.234771507632573e-15
5_Household spending_Personal insurance payments and pension contributions,2.3424043967857355,-1.6564413366485315,1.016530045465127,2.9653698851278376e-15
"5_Household spending_Gifts of money, support payments and charitable contributions",3.003058108896043,-1.5388914168217387,1.0165300454651272,4.727401266145828e-16
4_Canada_gdp_yearly_Durable goods,1.6613002088513724,-1.4176041446905616,1.016530045465127,-7.162729191130042e-17
4_Canada_gdp_yearly_Semi-durable goods,1.818354704495117,-1.3868320514596757,1.0165300454651272,-1.217663962492107e-16
4_Canada_gdp_yearly_Non-durable goods,1.8082911550901688,-1.5656246683997843,1.0165300454651272,1.862309589693811e-16
4_Canada_gdp_yearly_Services,1.628979651686108,-1.493240254821898,1.0165300454651272,1.2892912544034077e-16
4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,1.5713055026738605,-1.746801103939669,1.0165300454651272,-9.311547948469055e-17
4_Canada_gdp_yearly_General governments final consumption expenditure,2.064219194991901,-1.3136420429451836,1.016530045465127,-1.4325458382260084e-17
4_Canada_gdp_yearly_Non-residential structures,2.185279556675664,-1.3922405534969884,1.0165300454651274,1.5041731301373088e-16
4_Canada_gdp_yearly_Machinery and equipment,1.1804409891382128,-1.8836647584544128,1.016530045465127,-1.0744093786695063e-17
4_Canada_gdp_yearly_Intellectual property products,1.2682063464758182,-2.134031710675747,1.0165300454651272,-9.311547948469055e-17
4_Canada_gdp_yearly_Residential structures,2.114514551985198,-1.5551591231496151,1.0165300454651272,1.5758004220486094e-16
4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,1.8999320607272072,-1.4920910470082966,1.0165300454651272,-3.581364595565021e-17
4_Canada_gdp_yearly_General governments gross fixed capital formation,1.5732980020351246,-1.3884761269304118,1.016530045465127,7.879002110243047e-17
4_Canada_gdp_yearly_Non-farm,1.565320859638289,-3.1045882654619565,1.0165300454651272,-3.40229636578677e-17
4_Canada_gdp_yearly_Farm,2.514395063320567,-3.3243691158691653,1.0165300454651272,1.4325458382260084e-17
4_Canada_gdp_yearly_Exports of goods,1.235762752019301,-2.3883617985715566,1.016530045465127,9.669684408025557e-17
4_Canada_gdp_yearly_Exports of services,2.0983460012172834,-1.827265208202837,1.0165300454651272,-1.217663962492107e-16
4_Canada_gdp_yearly_Imports of goods,1.3587033346368342,-1.8690564696534604,1.016530045465127,1.7906822977825104e-16
4_Canada_gdp_yearly_Imports of services,1.7553546594812688,-1.248628226541638,1.0165300454651272,2.2920733411616134e-16
4_Canada_gdp_yearly_Statistical discrepancy,2.171170695384728,-2.0179070380172246,1.016530045465127,-4.6557739742345276e-17
4_Canada_gdp_yearly_Gross domestic product at market prices,1.5185322637145957,-1.694580584796832,1.016530045465127,-1.5758004220486094e-16
4_Canada_gdp_yearly_Final domestic demand,1.5432325352958025,-1.4700774656328113,1.0165300454651272,2.435327924984214e-16
8_Canadian government finance statistics for the federal government_Gross operating balance 5 6,0.765250352213161,-5.107916460569406,1.016530045465127,-2.865091676452017e-17
"8_Canadian government finance statistics for the federal government_Taxes on income, profits and capital gains",2.9423666811070746,-0.8668991338433152,1.0165300454651272,-8.59527502935605e-17
8_Canadian government finance statistics for the federal government_Taxes on property,0.0,0.0,0.0,0.0
8_Canadian government finance statistics for the federal government_Taxes on goods and services,3.6143445822664,-0.9512747420140204,1.0165300454651272,-5.730183352904034e-17
8_Canadian government finance statistics for the federal government_Taxes on international trade and transactions,3.718868132254749,-0.8869093032697994,1.0165300454651272,1.71905500587121e-16
8_Canadian government finance statistics for the federal government_Other taxes,0.0,0.0,0.0,0.0
8_Canadian government finance statistics for the federal government_Social contributions,2.241945729802432,-1.2030352956650026,1.016530045465127,5.730183352904034e-17
"8_Canadian government finance statistics for the federal government_Grants, revenue",4.744877220498414,-1.3927492904803078,1.016530045465127,7.561156002386651e-16
8_Canadian government finance statistics for the federal government_Property income,2.5697576655702945,-2.595280611543028,1.016530045465127,-3.9932215240549984e-16
8_Canadian government finance statistics for the federal government_Sales of goods and services,2.489863761309956,-1.5838306414126575,1.0165300454651272,6.159947104371837e-16
"8_Canadian government finance statistics for the federal government_Fines, penalties and forfeits",4.081116273982153,-1.3121058675265147,1.0165300454651272,1.2892912544034077e-16
8_Canadian government finance statistics for the federal government_Voluntary transfers other than grants,5.452428827964105,-0.3766285868649995,1.0165300454651272,1.0744093786695063e-17
8_Canadian government finance statistics for the federal government_Miscellaneous revenue 8,3.554932682851269,-0.6110040548650618,1.016530045465127,4.297637514678025e-17
8_Canadian government finance statistics for the federal government_Compensation of employees 9,3.977691570949644,-1.0299765856803935,1.0165300454651272,-6.73296543966224e-16
8_Canadian government finance statistics for the federal government_Use of goods and services 9,3.4674707649481005,-0.7991238636594471,1.016530045465127,4.297637514678025e-17
8_Canadian government finance statistics for the federal government_Interest expense,1.2360895400658436,-2.4248724854288364,1.0165300454651272,-6.446456272017038e-16
8_Canadian government finance statistics for the federal government_Subsidies,5.214066856266673,-0.2941038119492568,1.0165300454651272,5.0139104337910294e-17
"8_Canadian government finance statistics for the federal government_Grants, expense",3.741574437676957,-0.9888248758477904,1.016530045465127,3.1516008440972187e-16
8_Canadian government finance statistics for the federal government_Social benefits,4.482699925167204,-0.6025638682493626,1.0165300454651272,1.862309589693811e-16
8_Canadian government finance statistics for the federal government_Other expense,4.026046191988189,-0.6099455966436234,1.016530045465127,-5.730183352904034e-17
8_Canadian government finance statistics for the federal government_Nonfinancial assets 12,4.565992029877819,-0.9978875519441078,1.0165300454651272,-4.584146682323227e-16
"8_Canadian government finance statistics for the federal government_Currency and deposits, assets",4.503471950800755,-1.1529376840166383,1.016530045465127,-1.71905500587121e-16
"8_Canadian government finance statistics for the federal government_Debt securities, assets",4.116922098337397,-1.1584089819064447,1.016530045465127,2.865091676452017e-17
"8_Canadian government finance statistics for the federal government_Loans, assets",4.203545440348054,-1.1673889099374954,1.0165300454651272,-4.870655849968428e-16
"8_Canadian government finance statistics for the federal government_Equity and investment fund shares, assets",3.299901146616838,-1.3341341531373414,1.016530045465127,-7.162729191130042e-17
"8_Canadian government finance statistics for the federal government_Insurance and pension, assets",3.5208685094762435,-0.3888840761892231,1.016530045465127,0.0
8_Canadian government finance statistics for the federal government_Other accounts receivable,2.640400308185461,-1.0060971900040383,1.0165300454651272,1.862309589693811e-16
"8_Canadian government finance statistics for the federal government_Currency and deposits, liabilities",2.624578243224986,-1.1139783028196373,1.0165300454651272,-7.449238358775244e-16
"8_Canadian government finance statistics for the federal government_Debt securities, liabilities",3.676947927949657,-1.0318503218789834,1.016530045465127,-3.2948554279198194e-16
"8_Canadian government finance statistics for the federal government_Loans, liabilities",2.819241779006955,-2.6031125311728087,1.016530045465127,-1.4325458382260084e-17
"8_Canadian government finance statistics for the federal government_Insurance, pension and standardized guarantee schemes, liabilities",2.5661614433615134,-1.1708464714025697,1.016530045465127,2.034215090280932e-15
8_Canadian government finance statistics for the federal government_Other accounts payable,3.031518121183985,-1.9229629964544088,1.016530045465127,-1.4755222133727888e-15
"8_Canadian government finance statistics for the federal government_Monetary gold and special drawing rights (SDR), liabilities",4.840437379472423,-1.9140412446382808,1.0165300454651272,5.730183352904034e-17
