,Upper Bounds,Lower Bounds,Standard Deviation,Mean
8_Canadian government finance statistics for the federal government_Taxes on property,0.0,0.0,0.0,0.0
8_Canadian government finance statistics for the federal government_Taxes on goods and services,9.0,0.0,2.5281214071840705,2.4838709677419355
8_Canadian government finance statistics for the federal government_Taxes on international trade and transactions,9.0,0.0,2.528121407184071,3.5161290322580645
8_Canadian government finance statistics for the federal government_Other taxes,0.0,0.0,0.0,0.0
8_Canadian government finance statistics for the federal government_Social contributions,9.0,0.0,2.1657152584412294,4.096774193548387
"8_Canadian government finance statistics for the federal government_Grants, revenue",9.0,0.0,2.67766548939898,6.354838709677419
8_Canadian government finance statistics for the federal government_Property income,9.0,0.0,1.9443881200239634,4.225806451612903
8_Canadian government finance statistics for the federal government_Sales of goods and services,9.0,0.0,2.0330600909302543,3.0
"8_Canadian government finance statistics for the federal government_Fines, penalties and forfeits",9.0,0.0,2.376407336286645,4.774193548387097
8_Canadian government finance statistics for the federal government_Voluntary transfers other than grants,9.0,0.0,2.061422413187408,6.129032258064516
8_Canadian government finance statistics for the federal government_Miscellaneous revenue 8,9.0,0.0,2.112940162198697,2.7419354838709675
8_Canadian government finance statistics for the federal government_Compensation of employees 9,9.0,0.0,2.189908428389457,3.064516129032258
8_Canadian government finance statistics for the federal government_Use of goods and services 9,9.0,0.0,2.385439703837672,2.096774193548387
8_Canadian government finance statistics for the federal government_Interest expense,9.0,0.0,2.7004579460305562,6.32258064516129
8_Canadian government finance statistics for the federal government_Subsidies,9.0,0.0,1.8561145682103195,5.387096774193548
"8_Canadian government finance statistics for the federal government_Grants, expense",9.0,0.0,2.3196217711709646,2.225806451612903
8_Canadian government finance statistics for the federal government_Social benefits,9.0,0.0,2.427441681746355,2.3225806451612905
8_Canadian government finance statistics for the federal government_Other expense,9.0,0.0,2.3265646833489178,2.2903225806451615
8_Canadian government finance statistics for the federal government_Nonfinancial assets 12,9.0,0.0,2.0971050193935423,2.7419354838709675
"8_Canadian government finance statistics for the federal government_Currency and deposits, assets",9.0,0.0,2.171665036845707,3.129032258064516
"8_Canadian government finance statistics for the federal government_Debt securities, assets",9.0,0.0,1.9465989088222455,3.4516129032258065
"8_Canadian government finance statistics for the federal government_Loans, assets",9.0,0.0,1.8198428385410776,3.6129032258064515
"8_Canadian government finance statistics for the federal government_Equity and investment fund shares, assets",9.0,0.0,2.1972612473821385,3.193548387096774
"8_Canadian government finance statistics for the federal government_Insurance and pension, assets",9.0,0.0,2.057245261148055,3.032258064516129
8_Canadian government finance statistics for the federal government_Other accounts receivable,9.0,0.0,2.4973103811470745,2.3548387096774195
"8_Canadian government finance statistics for the federal government_Currency and deposits, liabilities",9.0,0.0,2.656701811669693,2.4838709677419355
"8_Canadian government finance statistics for the federal government_Debt securities, liabilities",9.0,0.0,2.0873402327631756,3.096774193548387
"8_Canadian government finance statistics for the federal government_Loans, liabilities",9.0,0.0,1.9215808903815552,5.32258064516129
"8_Canadian government finance statistics for the federal government_Insurance, pension and standardized guarantee schemes, liabilities",9.0,0.0,2.3926410476282687,3.5161290322580645
8_Canadian government finance statistics for the federal government_Other accounts payable,9.0,0.0,1.7314298895322304,4.258064516129032
"8_Canadian government finance statistics for the federal government_Monetary gold and special drawing rights (SDR), liabilities",9.0,0.0,2.890845766780343,3.096774193548387
